"chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","region","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90"
0,0,490503,0,0,-1,1,0,3,"0.0","0.0",0,"Samuel","0.0",459,FALSE,"Loaned to Anderlecht","2024-09-10T11:28:17.403794Z",49,"490503.jpg","0.5","Edozie","0.0",FALSE,,"u",17,20,1,463,0,2499,15,"0.0","0.2","Edozie",,64,0,0,0,0,0,0,0,1,0,0,0,6,"9.8","19.0","22.0","5.1",0,"0.00","0.15","0.15","0.31",390,190,302,174,260,145,357,176,,"",,"",,"",0,0,0.21,0.21,0.44,0,284,186,612,264,446,225,630,278,0,0
,,500926,0,0,-1,1,0,2,"-1.5","-0.5",0,"Ronnie","0.0",460,FALSE,"",,39,"500926.jpg","0.0","Edwards","0.3",FALSE,,"a",17,20,0,23532,2006,14410,1398,"0.0","0.0","Edwards",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",447,154,430,152,390,133,450,154,,"",,"",,"",0,0,0,0,0,0,674,220,361,125,452,151,306,114,0,0
,,245719,0,0,1,-1,0,2,"1.2","2.2",0,"Taylor","2.7",461,FALSE,"",,41,"245719.jpg","2.0","Harwood-Bellis","10.0",FALSE,,"a",17,20,22,638672,12277,582413,26713,"0.7","5.4","Harwood-Bellis",241,859,1,0,1,17,0,0,0,4,0,0,0,92,"235.8","86.3","105.0","42.8",10,"1.16","0.13","1.29","19.37",56,17,155,36,105,11,89,17,,"",,"",,"",0.12,0,0.01,0.13,2.03,1.78,578,156,110,32,221,72,46,16,1.05,0.1
100,100,504783,0,0,0,0,0,3,"-1.2","-0.2",0,"Kamaldeen","0.3",462,FALSE,"","2024-08-05T15:00:04.500770Z",50,"504783.jpg","1.0","Sulemana","0.0",FALSE,,"a",17,20,2,437,16,731,24,"0.1","0.4","Kamaldeen",81,15,0,0,0,1,0,0,0,0,0,0,0,7,"7.0","0.3","5.0","1.2",0,"0.02","0.00","0.02","0.80",408,200,417,221,347,191,423,210,,"",,"",,"",0.12,0,0,0.12,4.8,6,230,146,345,168,403,200,649,289,0,0
100,100,39155,0,0,0,0,0,3,"-0.8","0.2",1,"Adam","0.7",463,FALSE,"","2024-08-15T14:30:06.184270Z",50,"39155.jpg","1.6","Lallana","0.0",FALSE,,"a",17,20,11,2776,62,4283,159,"0.1","2.2","Lallana",241,276,0,2,0,4,0,0,0,3,0,0,1,51,"67.0","60.8","21.0","14.8",4,"0.15","0.40","0.55","5.15",268,120,201,123,267,149,273,132,,"",,"",,"",0.05,0,0.13,0.18,1.68,1.3,185,116,296,143,292,135,557,227,1.3,0
100,100,515571,0,0,0,0,0,2,"-1.5","-0.5",0,"Juan","0.0",464,FALSE,"","2024-08-16T11:00:06.405628Z",40,"515571.jpg","0.0","Larios López","0.1",FALSE,,"a",17,20,0,2464,50,5422,158,"0.0","0.0","Larios",200,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",505,182,491,181,454,165,508,182,,"",,"",,"",0,0,0,0,0,0,650,197,425,158,510,179,465,170,0,0
0,0,200428,0,0,0,0,0,1,"0.0","0.0",0,"Mateusz","0.0",465,FALSE,"Transferred to Göztepe","2024-08-23T12:38:57.742902Z",40,"200428.jpg","0.0","Lis","0.1",FALSE,,"u",17,20,0,888,0,15162,379,"0.0","0.0","Lis",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",469,42,454,24,415,15,472,42,,"",,"",,"",0,0,0,0,0,0,606,52,386,34,474,42,433,61,0,0
,,167888,0,0,0,0,0,1,"-1.5","-0.5",0,"Joe","0.0",466,FALSE,"",,40,"167888.jpg","0.0","Lumley","0.3",FALSE,,"a",17,20,0,12149,174,13593,625,"0.0","0.0","Lumley",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",461,39,446,21,407,12,464,39,,"",,"",,"",0,0,0,0,0,0,596,49,378,31,467,39,323,45,0,0
,,204863,0,0,-2,2,0,2,"-0.2","0.8",1,"Ryan","1.3",467,FALSE,"",,43,"204863.jpg","1.6","Manning","0.1",FALSE,,"a",17,20,8,1447,62,4753,121,"0.3","1.9","Manning",104,329,0,1,0,6,0,0,0,1,0,0,0,22,"48.6","110.5","22.0","18.0",5,"0.05","0.59","0.64","8.79",302,105,126,26,258,75,248,83,1,"",,"",,"",0.01,0,0.16,0.17,2.4,1.64,552,134,200,62,282,92,496,180,1.37,0
0,0,476888,0,0,0,0,0,4,"0.0","0.0",0,"Sékou","0.0",468,FALSE,"Transferred to Strasbourg","2024-08-26T10:17:11.280625Z",50,"476888.jpg","0.0","Mara","0.0",FALSE,,"u",17,20,0,782,0,7801,55,"0.0","0.0","Mara",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",653,64,651,63,648,64,654,64,,"",,"",,"",0,0,0,0,0,0,226,49,630,63,654,65,563,71,0,0
,,58376,-1,1,-2,2,0,1,"-1.5","-0.5",0,"Alex","0.0",469,FALSE,"",,43,"58376.jpg","3.0","McCarthy","0.2",FALSE,,"a",17,20,6,12596,65,18697,275,"0.0","1.4","McCarthy",241,180,0,0,0,2,0,0,0,0,0,7,0,21,"52.0","0.0","0.0","5.2",2,"0.00","0.00","0.00","2.70",295,26,511,47,479,38,350,26,,"",,"",,"",0,3.5,0,0,1.35,1,532,30,449,57,115,17,401,58,1,0
,,147611,0,0,-1,1,0,4,"-0.8","0.2",1,"Paul","0.7",470,FALSE,"",,49,"147611.jpg","0.8","Onuachu","0.2",FALSE,,"a",17,20,4,24297,1734,18525,1445,"0.1","0.8","Onuachu",157,59,0,0,0,3,0,0,0,1,0,0,0,8,"5.8","10.6","32.0","4.8",0,"0.06","0.00","0.06","2.51",411,39,339,38,230,37,360,39,,"",,"",,"",0.09,0,0,0.09,3.83,4.58,252,56,293,36,430,44,352,54,0,0
0,0,214466,0,0,0,0,0,3,"0.0","0.0",0,"Will","0.0",471,FALSE,"Hamstring injury - Unknown return date","2024-10-20T11:00:06.361543Z",50,"214466.jpg","1.5","Smallbone","0.0",FALSE,,"i",17,20,6,1577,56,5437,68,"0.0","1.2","Smallbone",104,240,0,0,0,5,0,0,0,0,0,0,0,31,"22.6","57.1","32.0","11.1",3,"0.31","0.54","0.85","4.93",347,165,207,129,231,129,297,145,2,"",1,"",,"",0.12,0,0.2,0.32,1.85,1.88,207,130,620,271,303,143,584,247,1.12,0
100,100,88900,0,0,0,0,0,2,"1.2","2.2",0,"Jack","2.7",472,FALSE,"","2024-10-02T00:30:05.770760Z",40,"88900.jpg","1.4","Stephens","0.7",FALSE,,"a",17,20,10,95163,2222,68315,1878,"0.7","2.5","Stephens",241,575,0,0,1,11,0,0,0,1,1,0,0,49,"71.8","49.4","11.0","13.2",7,"0.23","0.19","0.42","12.07",258,95,226,62,308,97,282,94,,"",,"",,"",0.04,0,0.03,0.07,1.89,1.72,587,159,108,30,306,100,235,88,1.1,0.16
0,0,230348,0,0,0,0,0,4,"0.0","0.0",0,"Ross","0.0",473,FALSE,"Muscle injury - Unknown return date","2024-10-05T18:00:07.268831Z",45,"230348.jpg","0.8","Stewart","2.2",FALSE,,"i",17,20,3,486852,2384,338977,17296,"0.0","0.7","Stewart",243,130,0,0,0,2,0,0,0,1,0,0,0,5,"5.8","6.7","9.0","2.1",1,"0.17","0.02","0.19","2.56",410,38,359,39,320,41,399,41,,"",,"",,"",0.12,0,0.01,0.13,1.77,1.38,380,65,511,43,426,43,129,23,0.69,0
100,100,219279,0,0,0,0,1,2,"0.2","1.2",1,"Sugawara","1.7",474,FALSE,"","2024-10-20T11:00:06.390070Z",45,"219279.jpg","2.4","Yukinari","0.2",FALSE,,"a",17,20,24,28013,118,25841,1337,"0.4","5.3","Sugawara",108,667,1,1,1,15,0,0,0,2,0,0,0,96,"166.6","144.2","53.0","36.2",8,"0.29","1.20","1.49","15.30",123,51,87,19,188,43,121,28,3,"",2,"",,"",0.04,0,0.16,0.2,2.06,2.02,377,66,177,52,179,55,343,123,1.08,0.13
,,103914,0,0,-1,1,0,2,"-1.5","-0.5",0,"Charlie","0.0",475,FALSE,"",,39,"103914.jpg","1.0","Taylor","4.5",FALSE,,"a",17,20,5,195816,18166,271671,11971,"0.0","1.3","Taylor",241,207,0,0,0,5,0,0,0,1,0,0,0,31,"67.0","25.4","2.0","9.5",2,"0.00","0.09","0.09","4.08",267,97,281,86,364,121,314,103,,"",,"",,"",0,0,0.04,0.04,1.77,2.17,668,214,357,121,345,114,77,26,0.87,0
,,158534,0,0,-1,1,0,2,"2.2","3.2",0,"Kyle","3.7",476,FALSE,"",,44,"158534.jpg","2.3","Walker-Peters","0.4",FALSE,,"a",17,20,21,22608,667,34987,1774,"0.8","4.8","Walker-Peters",241,800,0,1,1,17,0,0,0,2,0,0,3,101,"166.8","120.5","77.0","36.4",9,"0.24","0.52","0.76","19.96",122,50,115,23,142,24,118,27,,"",,"",,"",0.03,0,0.06,0.09,2.25,1.91,489,96,60,17,186,58,285,108,1.01,0.11
,,244845,0,0,0,0,0,2,"-1.5","-0.5",0,"Nathan","0.0",477,FALSE,"",,40,"244845.jpg","0.0","Wood-Gordon","1.4",FALSE,,"a",17,20,0,86627,618,80868,2955,"0.0","0.0","Wood",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",477,167,462,166,424,149,480,167,,"",,"",,"",0,0,0,0,0,0,618,179,394,141,481,163,177,66,0,0
,,149519,0,0,-2,2,0,3,"-1.5","-0.5",0,"Maxwel","0.0",515,FALSE,"",,48,"149519.jpg","0.5","Cornet","0.0",FALSE,,"a",17,20,1,1664,17,3221,84,"0.0","0.2","Cornet",54,71,0,0,0,4,0,0,0,1,0,0,0,12,"11.6","3.5","7.0","2.2",1,"0.16","0.00","0.16","1.79",382,182,377,203,332,181,398,200,,"",,"",,"",0.2,0,0,0.2,2.27,5.07,297,197,586,247,445,224,572,235,1.27,0
,,220585,0,0,-2,2,0,3,"-0.2","0.8",0,"Flynn","1.3",518,FALSE,"",,48,"220585.jpg","1.7","Downes","0.1",FALSE,,"a",17,20,17,4082,71,5881,384,"0.3","3.5","Downes",241,896,0,0,1,19,0,0,0,4,0,0,0,131,"125.8","203.6","61.0","39.1",10,"0.46","1.11","1.57","21.24",177,67,43,37,172,103,107,66,,"",,"",,"",0.05,0,0.11,0.16,2.13,1.91,309,206,207,93,270,120,503,193,1,0.1
,,204814,0,0,-5,5,0,3,"-1.2","-0.2",1,"Ben","0.3",584,FALSE,"",,50,"204814.jpg","1.4","Brereton Díaz","0.2",FALSE,,"a",17,20,10,21873,57,75395,549,"0.1","2.0","Brereton Díaz",44,406,0,0,0,8,0,0,0,1,0,0,0,32,"19.8","61.9","81.0","16.4",4,"0.90","0.14","1.04","8.38",353,167,197,120,135,86,261,128,,"",,"",,"",0.2,0,0.03,0.23,1.86,1.77,203,127,343,166,313,150,376,134,0.89,0
100,100,496661,0,0,1,-1,1,3,"-0.8","0.2",1,"Tyler","0.7",608,FALSE,"","2024-10-16T12:30:07.750821Z",46,"496661.jpg","1.9","Dibling","2.8",FALSE,,"a",17,20,21,501902,4363,226089,20032,"0.2","4.6","Dibling",241,566,1,0,1,14,0,0,0,4,0,0,3,91,"93.0","133.7","97.0","32.4",6,"0.95","0.62","1.57","13.94",223,94,96,72,113,72,149,84,,"",,"",,"",0.15,0,0.1,0.25,2.22,2.23,351,227,285,134,239,104,112,34,0.95,0.16
,,551226,0,0,0,0,0,3,"0.5","1.5",2,"Mateus Gonçalo","2.0",623,FALSE,"",,50,"551226.jpg","2.0","Espanha Fernandes","0.0",FALSE,,"a",17,20,20,3362,88,1944,342,"0.4","4.0","M.Fernandes",173,708,0,1,2,13,0,0,0,3,0,0,0,110,"120.4","145.5","79.0","34.5",8,"0.67","0.60","1.27","16.18",183,71,86,65,137,87,130,77,,"",,"",,"",0.09,0,0.08,0.17,2.06,1.65,241,155,164,73,229,100,569,233,1.02,0.25
100,100,154566,0,0,2,-2,1,4,"6.2","7.2",2,"Dominic","6.7",82,FALSE,"","2024-08-23T14:00:06.228956Z",77,"154566.jpg","4.8","Solanke-Mitchell","15.5",FALSE,,"a",18,6,43,1943733,28970,3050671,172458,"0.9","5.6","Solanke",241,797,4,2,1,11,0,0,0,0,0,0,3,171,"222.2","73.2","340.0","63.5",9,"5.45","0.61","6.06","10.54",64,9,168,20,11,6,39,10,,"",,"",,"",0.62,0,0.07,0.69,1.19,1.24,15,6,10,6,24,10,23,7,1.02,0.11
0,0,548308,0,0,0,0,0,2,"0.0","0.0",0,"Ashley","0.0",478,FALSE,"Loaned to Stoke City","2024-08-26T10:10:07.966773Z",40,"548308.jpg","0.0","Phillips","0.2",FALSE,,"u",18,6,0,8361,0,38514,393,"0.0","0.0","A.Phillips",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",512,188,498,187,462,172,515,188,,"",,"",,"",0,0,0,0,0,0,658,204,433,165,517,185,357,127,0,0
,,214572,0,0,0,0,0,1,"-0.5","0.5",0,"Brandon","0.0",479,FALSE,"",,40,"214572.jpg","0.0","Austin","0.5",FALSE,,"a",18,6,0,25288,319,21362,903,"0.0","0.0","Austin",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",472,44,457,26,418,17,475,44,,"",,"",,"",0,0,0,0,0,0,609,54,389,36,477,44,254,37,0,0
0,100,202993,0,0,0,0,0,3,"0.0","3.5",7,"Rodrigo","3.0",480,FALSE,"Suspended until 26 Dec","2024-11-18T15:00:09.073683Z",50,"202993.jpg","1.9","Bentancur","0.2",FALSE,,"s",18,6,19,18728,1227,28654,1676,"0.6","3.8","Bentancur",230,532,1,0,1,9,0,0,0,4,0,0,1,106,"100.2","56.6","63.0","22.0",7,"0.72","0.25","0.97","8.24",213,86,209,130,169,102,225,113,,"",,"",,"",0.12,0,0.04,0.16,1.39,1.52,200,125,91,35,244,109,379,136,1.18,0.17
100,100,570526,0,0,-1,1,0,3,"-0.5","0.5",0,"Lucas","0.0",481,FALSE,"","2024-10-16T12:30:07.550630Z",44,"570526.jpg","1.0","Bergvall","0.8",FALSE,,"a",18,6,5,86741,7087,99870,3866,"0.0","1.1","Bergvall",206,46,0,0,0,0,0,0,0,0,0,0,0,19,"14.0","31.5","8.0","5.3",0,"0.08","0.27","0.35","0.31",375,179,265,157,327,179,348,173,4,"",,"",,"",0.16,0,0.53,0.69,0.61,0,528,307,497,184,368,172,224,73,0,0
100,100,227127,0,0,-1,1,1,3,"0.8","1.8",1,"Yves","1.3",482,FALSE,"","2024-09-13T15:00:07.156577Z",49,"227127.jpg","3.1","Bissouma","0.4",FALSE,,"a",18,6,25,82308,982,62866,3693,"0.3","5.1","Bissouma",132,396,2,0,1,4,0,0,0,2,0,0,4,126,"140.8","57.2","26.0","22.5",4,"0.26","0.25","0.51","4.75",157,58,206,128,247,138,216,110,,"",,"",,"",0.06,0,0.06,0.12,1.08,0.91,268,175,211,96,108,44,270,87,0.91,0.23
0,0,436234,0,0,0,0,0,3,"0.0","0.0",0,"Bryan","0.0",483,FALSE,"On loan to Girona for the season","2024-07-31T11:08:25.895794Z",50,"436234.jpg","0.0","Gil Salvatierra","0.0",FALSE,,"u",18,6,0,0,0,142,1,"0.0","0.0","Bryan",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",648,293,646,294,643,292,649,294,,"",,"",,"",0,0,0,0,0,0,219,139,625,275,649,294,672,305,0,0
,,115556,0,0,-2,2,0,2,"-0.2","0.8",0,"Ben","0.3",484,FALSE,"",,43,"115556.jpg","1.0","Davies","0.2",FALSE,,"a",18,6,1,6884,196,15761,446,"0.1","0.2","Davies",244,29,0,0,0,0,0,0,0,0,0,0,0,4,"7.8","0.2","0.0","0.8",0,"0.00","0.00","0.00","0.47",402,141,419,148,485,187,431,146,,"",,"",,"",0,0,0,0,1.46,0,544,127,317,105,359,127,381,134,0,0
0,0,496179,0,0,0,0,0,3,"0.0","0.0",0,"Alfie","0.0",485,FALSE,"Loaned to Westerlo","2024-09-10T11:37:22.522366Z",45,"496179.jpg","0.0","Devine","0.1",FALSE,,"u",18,6,0,4716,0,11339,128,"0.0","0.0","Devine",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",591,252,590,257,571,247,594,255,,"",,"",,"",0,0,0,0,0,0,428,258,541,212,597,258,497,189,0,0
,,493125,0,0,-2,2,0,2,"0.5","1.5",1,"Radu","1.0",486,FALSE,"",,43,"493125.jpg","1.2","Drăgușin","0.2",FALSE,,"a",18,6,5,13784,399,18797,1160,"0.2","1.2","Dragusin",177,279,0,0,0,5,0,0,0,0,0,0,0,21,"50.6","4.8","8.0","6.4",3,"0.02","0.03","0.05","5.36",299,104,367,121,326,107,338,112,,"",,"",,"",0.01,0,0.01,0.02,1.73,1.61,565,145,239,76,328,108,356,126,0.97,0
0,0,241157,0,0,0,0,0,2,"0.0","0.0",0,"Emerson","0.0",487,FALSE,"Transferred to AC Milan","2024-08-13T07:06:12.490889Z",45,"241157.jpg","0.0","Leite de Souza Junior","0.0",FALSE,,"u",18,6,0,0,0,2589,9,"0.0","0.0","E.Royal",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",565,218,563,218,542,213,568,218,,"",,"",,"",0,0,0,0,0,0,386,72,513,212,571,216,636,213,0,0
,,40383,0,0,-1,1,0,1,"-0.5","0.5",0,"Fraser","0.0",488,FALSE,"",,44,"40383.jpg","0.0","Forster","0.2",FALSE,,"a",18,6,0,4787,145,14030,383,"0.0","0.0","Forster",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",535,67,525,54,499,46,538,67,,"",,"",,"",0,0,0,0,0,0,476,20,472,64,541,67,367,53,0,0
,,547701,0,0,-3,3,0,3,"-0.2","0.8",0,"Archie","0.3",489,FALSE,"",,47,"547701.jpg","1.0","Gray","0.1",FALSE,,"a",18,6,5,8828,375,22294,613,"0.1","1.1","Gray",241,42,0,0,0,0,0,0,0,0,0,0,0,12,"9.0","3.3","0.0","1.2",0,"0.00","0.01","0.01","0.14",397,195,379,204,613,278,422,209,,"",,"",,"",0,0,0.02,0.02,0.3,0,345,225,333,159,388,189,415,149,0,0
0,0,132015,0,0,0,0,0,3,"0.0","0.0",0,"Pierre-Emile","0.0",490,FALSE,"On loan to Marseille for the season","2024-07-23T11:58:08.802970Z",50,"132015.jpg","0.0","Højbjerg","0.0",FALSE,,"u",18,6,0,0,0,498,2,"0.0","0.0","Højbjerg",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",645,291,642,292,638,289,646,292,,"",,"",,"",0,0,0,0,0,0,191,118,618,269,646,292,661,296,0,0
,,242898,1,-1,3,-3,0,3,"3.2","4.2",2,"Brennan","3.7",491,FALSE,"",,68,"242898.jpg","4.5","Johnson","10.7",FALSE,,"a",18,6,49,1551726,22544,508580,131924,"0.5","7.2","Johnson",244,866,4,2,2,12,0,0,0,2,0,0,2,154,"195.6","135.3","412.0","73.7",10,"5.61","0.60","6.21","12.29",85,29,93,69,3,2,18,14,,"",,"",,"",0.58,0,0.06,0.64,1.28,1.25,35,19,65,25,32,14,40,11,1.04,0.21
,,445044,0,0,-2,2,0,3,"2.2","3.2",2,"Dejan","2.7",492,FALSE,"",,63,"445044.jpg","3.7","Kulusevski","4.0",FALSE,,"a",18,6,41,493593,11819,331098,41750,"0.4","6.5","Kulusevski",206,858,2,2,2,12,0,0,0,3,0,0,5,156,"228.0","376.4","278.0","88.1",10,"1.37","1.98","3.35","12.13",61,20,6,6,23,12,9,7,3,"",,"",,"",0.14,0,0.21,0.35,1.27,1.26,63,41,132,53,64,27,84,24,1.05,0.21
0,0,200826,0,0,-1,1,0,3,"0.0","0.0",0,"Giovani","0.0",493,FALSE,"Transferred to Real Betis","2024-08-31T06:14:45.936781Z",49,"200826.jpg","0.0","Lo Celso","0.0",FALSE,,"u",18,6,0,2052,0,10353,33,"0.0","0.0","Lo Celso",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",639,287,635,289,627,284,640,288,,"",,"",,"",0,0,0,0,0,0,263,171,607,260,641,289,559,229,0,0
,,172780,0,0,1,-1,1,3,"2.5","3.5",1,"James","3.0",494,FALSE,"",,76,"172780.jpg","4.7","Maddison","6.5",FALSE,,"a",18,6,52,831718,10680,685002,89696,"0.4","6.8","Maddison",241,683,3,4,2,10,0,0,0,2,0,0,6,237,"295.2","332.7","260.0","88.8",9,"2.36","3.65","6.01","8.63",21,5,10,8,27,16,8,6,1,"",2,"",2,"",0.31,0,0.48,0.79,1.14,1.32,17,11,106,44,25,12,65,18,1.19,0.26
100,100,441164,0,0,0,0,1,2,"1.8","2.8",4,"Pedro","2.3",495,FALSE,"","2024-08-19T23:00:06.196679Z",55,"441164.jpg","3.2","Porro","27.0",FALSE,,"a",18,6,35,1470353,22371,2122458,116963,"0.4","6.4","Pedro Porro",200,987,1,1,2,13,0,0,0,2,0,0,1,161,"263.0","335.5","106.0","70.6",11,"0.72","1.43","2.15","13.05",33,10,9,2,104,10,27,1,2,"",1,"",,"",0.07,0,0.13,0.2,1.19,1.19,119,11,145,49,104,28,8,2,1,0.18
,,199249,0,0,-3,3,0,2,"-0.5","0.5",0,"Sergio","0.0",496,FALSE,"",,42,"199249.jpg","0.0","Reguilón","0.2",FALSE,,"a",18,6,0,7602,307,23938,478,"0.0","0.0","Reguilón",200,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",520,196,506,195,474,184,523,196,,"",,"",,"",0,0,0,0,0,0,574,154,444,176,526,194,385,137,0,0
0,0,212319,0,0,-2,2,0,4,"0.0","0.0",0,"Richarlison","1.3",497,FALSE,"Hamstring injury - Unknown return date","2024-11-04T00:00:08.087677Z",68,"212319.jpg","1.4","de Andrade","0.4",FALSE,,"i",18,6,7,46335,56,129941,1292,"0.2","1.0","Richarlison",30,87,0,1,0,0,0,0,0,1,0,0,0,22,"22.2","23.7","17.0","6.2",0,"0.19","0.49","0.68","0.59",351,34,287,34,287,40,344,37,,"",,"",2,"",0.2,0,0.51,0.71,0.61,0,33,15,231,30,314,34,287,45,0,0
100,75,221632,-1,1,0,0,1,2,"0.8","1.4",1,"Cristian","1.3",498,FALSE,"","2024-11-01T16:00:08.051564Z",50,"221632.jpg","3.1","Romero","8.2",FALSE,,"a",18,6,34,926140,5327,755567,48591,"0.3","6.8","Romero",10,960,1,0,2,13,0,0,0,1,0,0,2,183,"247.4","95.1","140.0","48.5",11,"1.03","0.74","1.77","12.64",47,16,144,30,80,7,67,11,,"",,"",,"",0.1,0,0.07,0.17,1.18,1.22,209,24,216,69,111,29,56,19,1.03,0.19
75,,482442,0,0,-2,2,0,3,"0.9","2.2",2,"Pape Matar","1.7",499,FALSE,"Knock - 75% chance of playing","2024-11-10T23:00:08.379204Z",48,"482442.jpg","1.7","Sarr","0.2",FALSE,,"d",18,6,19,21032,600,28829,1711,"0.4","4.0","P.M.Sarr",189,439,0,2,0,5,0,0,0,1,0,0,0,111,"107.8","94.6","55.0","25.7",4,"0.70","0.32","1.02","5.80",203,79,146,100,186,111,200,103,,"",,"",,"",0.14,0,0.07,0.21,1.19,1.03,326,215,181,82,272,122,365,130,0.82,0
0,0,490145,0,0,0,0,0,4,"0.0","0.0",0,"Dane","0.0",500,FALSE,"Loaned to Oxford United","2024-08-14T08:32:58.295903Z",45,"490145.jpg","0.0","Scarlett","0.1",FALSE,,"u",18,6,0,0,0,13277,169,"0.0","0.0","Scarlett",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",584,49,583,49,564,49,587,49,,"",,"",,"",0,0,0,0,0,0,420,68,533,46,590,51,471,62,0,0
0,0,235674,0,0,-1,1,0,3,"0.0","0.0",0,"Manor","0.0",502,FALSE,"Season long loan to Leeds United","2024-08-29T11:11:30.036154Z",54,"235674.jpg","0.0","Solomon","0.0",FALSE,,"u",18,6,0,480,0,5264,23,"0.0","0.0","Solomon",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",664,302,663,302,660,300,664,302,,"",,"",,"",0,0,0,0,0,0,137,80,647,289,663,302,581,244,0,0
100,100,85971,0,0,-1,1,1,3,"1.5","2.5",2,"Son","2.0",503,FALSE,"","2024-10-25T10:30:06.315550Z",99,"85971.jpg","5.9","Heung-min","6.8",FALSE,,"a",18,6,47,1186235,17666,1508049,89146,"0.2","4.7","Son",114,664,3,3,1,9,0,0,0,0,0,0,7,214,"241.2","277.0","213.0","73.2",8,"1.90","2.19","4.09","8.91",53,19,21,17,40,24,22,17,,"",,"",1,"",0.26,0,0.3,0.56,1.21,1.22,5,4,176,80,10,6,63,17,1.08,0.14
100,75,232859,0,0,-1,1,0,2,"-0.5","0.4",0,"Djed","0.0",504,FALSE,"","2024-10-19T19:30:07.661626Z",44,"232859.jpg","0.7","Spence","0.1",FALSE,,"a",18,6,2,2152,58,7309,130,"0.0","0.5","Spence",241,63,0,0,0,0,0,0,0,1,0,0,0,8,"9.6","7.5","2.0","1.9",0,"0.00","0.01","0.01","0.68",392,138,355,114,367,124,405,134,,"",,"",,"",0,0,0.01,0.01,0.97,0,510,111,487,203,434,144,482,177,0,0
100,100,487053,0,0,-1,1,0,2,"1.2","2.2",1,"Destiny","1.7",505,FALSE,"","2024-09-29T21:00:06.621002Z",49,"487053.jpg","2.1","Udogie","3.1",FALSE,,"a",18,6,23,225025,5575,298874,16902,"0.3","4.7","Udogie",106,915,0,1,1,13,0,0,0,2,0,0,0,133,"170.0","171.6","98.0","44.0",11,"0.31","0.95","1.26","12.47",116,47,59,11,112,14,85,16,,"",,"",,"",0.03,0,0.09,0.12,1.23,1.28,283,31,185,56,212,70,105,42,1.08,0.1
